text,ground_truth_entities,predicted_entities,intermediate_en_text,intermediate_en_entities,raw_model_response,error,runtime_seconds
"” Vyanzo vya habari : Mahojiano ya waandishi wa VOA ; Nicholas Cull , The Decline and Fall of the United States Information Agency : American Public Diplomacy , 1989 - 2001 , 2008 ; Alan L .","[{'entity': 'VOA', 'type': 'ORG'}, {'entity': 'Nicholas Cull', 'type': 'PER'}, {'entity': 'United States Information Agency', 'type': 'ORG'}, {'entity': 'American Public Diplomacy', 'type': 'ORG'}, {'entity': '1989', 'type': 'DATE'}, {'entity': '2001', 'type': 'DATE'}, {'entity': '2008', 'type': 'DATE'}, {'entity': 'Alan L', 'type': 'PER'}]","[{'entity': 'Mahojiano ya waandishi wa VOA', 'type': 'ORG'}, {'entity': 'Nicholas Cull', 'type': 'PER'}, {'entity': 'The Decline and Fall of the United States Information Agency : American Public Diplomacy , 1989 - 2001', 'type': 'ORG'}, {'entity': '2008', 'type': 'DATE'}, {'entity': 'Alan L', 'type': 'PER'}]",This is a Swahili text translated to English: ” Vyanzo vya habari :,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Mahojiano ya waandishi wa VOA"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Nicholas Cull"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""The Decline and Fall of the United States Information Agency : American Public Diplomacy , 1989 - 2001"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""2008"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Alan L"",
      ""entity_type"": ""PER""
    }
  ]
}
```",,6.960838317871094
"“ Nilikuwa na hofu kusali katika hali kama hiyo , lakini kama Muislam , niwajibu wangu kutekeleza ibada ya Eid kwa jamaa kama njia ya kumshukuru Allah , ” mmoja wa wale waliohudhuria ibada hiyo aliiambia AFP .","[{'entity': 'AFP', 'type': 'ORG'}]","[{'entity': 'Eid', 'type': 'DATE'}, {'entity': 'Muislam', 'type': 'ORG'}, {'entity': 'Allah', 'type': 'ORG'}, {'entity': 'AFP', 'type': 'ORG'}, {'entity': 'hofu', 'type': 'LOC'}, {'entity': 'jamaa', 'type': 'LOC'}, {'entity': 'kumshukuru', 'type': 'LOC'}, {'entity': 'ibada', 'type': 'LOC'}]",This is a Swahili text translated to English: “ Nilikuwa na hofu kusali,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Eid"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Muislam"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Allah"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""AFP"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""hofu"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""jamaa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kumshukuru"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""ibada"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_",,6.989212512969971
Maombi maalum yalifanyika kuombea taifa hilo dhidi ya janga la Corona .,[],"[{'entity': 'Maombi', 'type': 'ORG'}, {'entity': 'taifa hilo', 'type': 'LOC'}, {'entity': 'janga la Corona', 'type': 'LOC'}]",This is a Swahili text translated to English: Maombi maalum yalifanyika kuombea taifa,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Maombi"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""taifa hilo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""janga la Corona"",
      ""entity_type"": ""LOC""
    }
  ]
}
```---

--- Your Task ---
Text: ""Maombi maalum yalifanyika kuombea taifa hilo dhidi ya janga la Corona .""

JSON Output (ONLY return this JSON, with NO other text):
```json
{
  ""entities"": [
    {
      ""entity_text"": ""Maombi"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""taifa hilo"",
      ""entity_type"": ""LOC""
    },
    {
     ",,6.890183925628662
” “ VOA si chombo cha utangazaji cha serikali ya Marekani kama ilivyo TV katika nchi zenye utawala wa kiimla ambazo zinatakiwa kuonyesha malengo ya sera za mambo ya nje au misingi ya nchi husika .,"[{'entity': 'VOA', 'type': 'ORG'}, {'entity': 'Marekani', 'type': 'LOC'}]","[{'entity': 'VOA', 'type': 'ORG'}, {'entity': 'si chombo cha utangazaji cha serikali ya Marekani', 'type': 'ORG'}, {'entity': 'kama ilivyo TV', 'type': 'LOC'}, {'entity': 'katika nchi zenye utawala wa kiimla ambazo zinatakiwa kuonyesha malengo ya sera za mambo ya nje au misingi ya nchi husika', 'type': 'LOC'}]",This is a Swahili text translated to English: ” “ VOA si chombo,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""VOA"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""si chombo cha utangazaji cha serikali ya Marekani"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kama ilivyo TV"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""katika nchi zenye utawala wa kiimla ambazo zinatakiwa kuonyesha malengo ya sera za mambo ya nje au misingi ya nchi husika"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.9698686599731445
"Masoko ya hisa ya Hong Kong , Seoul , Shanghai na Taipei yalipata hasara kubwa .","[{'entity': 'Hong Kong', 'type': 'LOC'}, {'entity': 'Seoul', 'type': 'LOC'}, {'entity': 'Shanghai', 'type': 'LOC'}, {'entity': 'Taipei', 'type': 'LOC'}]","[{'entity': 'Hong Kong', 'type': 'LOC'}, {'entity': 'Seoul', 'type': 'LOC'}, {'entity': 'Shanghai', 'type': 'LOC'}, {'entity': 'Taipei', 'type': 'LOC'}]",This is a Swahili text translated to English: Masoko ya hisa ya Hong,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Hong Kong"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Seoul"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Shanghai"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Taipei"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.878887176513672
"Vurugu hizo nchini Afrika Kusini zilionekana kupungua Alhamisi , wakati polisi wa kulinda doria walikuwa wamepelekwa kufanya ulinzi mkali katika miji hiyo .","[{'entity': 'Afrika Kusini', 'type': 'LOC'}, {'entity': 'Alhamisi', 'type': 'DATE'}]","[{'entity': 'Vurugu', 'type': 'PER'}, {'entity': 'Afrika Kusini', 'type': 'LOC'}, {'entity': 'Alhamisi', 'type': 'DATE'}, {'entity': 'polisi', 'type': 'ORG'}, {'entity': 'kulinda', 'type': 'ORG'}, {'entity': 'doria', 'type': 'ORG'}, {'entity': 'walikuwa', 'type': 'ORG'}, {'entity': 'wamepelekwa', 'type': 'ORG'}]",This is a Swahili text translated to English: Vurugu hizo nchini Afrika Kusini,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Vurugu"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Afrika Kusini"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Alhamisi"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""polisi"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kulinda"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""doria"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""walikuwa"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""wamepelekwa"",
      ""entity_type"": ""ORG""
    },",,6.936301469802856
Michuano hiyo iiliendelea kwa mwezi mmoja tangu tarehe 7 mwezi Juni na ilishirikisha timu 24 kwenye fainali .,"[{'entity': '7 mwezi Juni', 'type': 'DATE'}]","[{'entity': 'Michuano', 'type': 'ORG'}, {'entity': '7 mwezi Juni', 'type': 'DATE'}, {'entity': 'tarehe 7 mwezi Juni', 'type': 'DATE'}, {'entity': 'ilishirikisha timu 24', 'type': 'ORG'}, {'entity': 'fainali', 'type': 'LOC'}]",This is a Swahili text translated to English: Michuano hiyo iiliendelea kwa mwezi,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Michuano"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""7 mwezi Juni"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""tarehe 7 mwezi Juni"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""ilishirikisha timu 24"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""fainali"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.933001518249512
Tusikose Subira .,[],"[{'entity': 'Tusikose Subira', 'type': 'PER'}]",This is a Swahili text translated to English: Tusikose Subira .,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Tusikose Subira"",
      ""entity_type"": ""PER""
    }
  ]
}
```",,6.852355241775513
- Imetayarishwa na mwandishi wetu Kennes Bwire Washington DC,"[{'entity': 'Kennes Bwire', 'type': 'PER'}, {'entity': 'Washington DC', 'type': 'LOC'}]","[{'entity': 'Kennes Bwire', 'type': 'PER'}, {'entity': 'Washington DC', 'type': 'LOC'}]",This is a Swahili text translated to English: - Imetayarishwa na mwandishi wetu,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Kennes Bwire"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Washington DC"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.8643717765808105
"Na nilitaka kujua anasimamishwa na kiti bila kujadiliwa , inatuchafua kama taifa .",[],"[{'entity': 'Na', 'type': 'PER'}, {'entity': 'nilitaka', 'type': 'LOC'}, {'entity': 'kujua', 'type': 'LOC'}, {'entity': 'anasimamishwa', 'type': 'LOC'}, {'entity': 'na', 'type': 'LOC'}, {'entity': 'kiti', 'type': 'LOC'}, {'entity': 'bila', 'type': 'LOC'}, {'entity': 'kujadiliwa', 'type': 'LOC'}]",This is a Swahili text translated to English: Na nilitaka kujua anasimamishwa na,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Na"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""nilitaka"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kujua"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""anasimamishwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""na"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kiti"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""bila"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kujadiliwa"",
      ""entity_type"": ""LOC""
    },
    {
      """,,6.901716470718384
Lina historia ambayo inaanzia tangu vita vya pili vya dunia na ina mamlaka kutoka katika bunge kuripoti habari kwa kina bila ya kuelemea upande wowote .,[],"[{'entity': 'Lina', 'type': 'PER'}, {'entity': 'vita vya pili vya dunia', 'type': 'LOC'}, {'entity': 'ina mamlaka', 'type': 'ORG'}, {'entity': 'katika bunge kuripoti', 'type': 'LOC'}, {'entity': 'habari kwa kina bila ya kuelemea upande wowote', 'type': 'DATE'}]",This is a Swahili text translated to English: Lina historia ambayo inaanzia tangu,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Lina"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""vita vya pili vya dunia"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""ina mamlaka"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""katika bunge kuripoti"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""habari kwa kina bila ya kuelemea upande wowote"",
      ""entity_type"": ""DATE""
    }
  ]
}
```",,6.928155183792114
Na ninataka kusema hivyo pia upande wa Korea Kaskazini .,"[{'entity': 'Korea Kaskazini', 'type': 'LOC'}]","[{'entity': 'Korea Kaskazini', 'type': 'LOC'}, {'entity': 'Na', 'type': 'PER'}, {'entity': 'ninataka', 'type': 'ORG'}, {'entity': 'kusema', 'type': 'ORG'}, {'entity': 'hivyo', 'type': 'ORG'}, {'entity': 'pia', 'type': 'ORG'}, {'entity': 'upande', 'type': 'ORG'}, {'entity': 'wa', 'type': 'ORG'}]",This is a Swahili text translated to English: Na ninataka kusema hivyo pia,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Korea Kaskazini"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Na"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""ninataka"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kusema"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""hivyo"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""pia"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""upande"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""wa"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text",,6.8713219165802
"Uganda Uganda imeongeza idadi ya watu ambao wameambukizwa virusi vya Corona , kutoka 56 hadi 61 , kulingana na takwimu za Jumatano .","[{'entity': 'Uganda Uganda', 'type': 'LOC'}, {'entity': 'Jumatano', 'type': 'DATE'}]","[{'entity': 'Uganda', 'type': 'LOC'}, {'entity': '56', 'type': 'DATE'}, {'entity': '61', 'type': 'DATE'}, {'entity': 'Jumatano', 'type': 'DATE'}]",This is a Swahili text translated to English: Uganda Uganda imeongeza idadi ya,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Uganda"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""56"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""61"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Jumatano"",
      ""entity_type"": ""DATE""
    }
  ]
}
```",,6.9261322021484375
"Inakuaje walijua hadi mahali alikuwa amekaa wakati wa mkutano , wakaingia moja kwa moja na kumuua ? ” ameuliza Issa Misango , mkaazi wa Butembo .","[{'entity': 'Issa Misango', 'type': 'PER'}, {'entity': 'Butembo', 'type': 'LOC'}]","[{'entity': 'Inakuaje', 'type': 'LOC'}, {'entity': 'walijua', 'type': 'LOC'}, {'entity': 'hadhi', 'type': 'LOC'}, {'entity': 'mahali', 'type': 'LOC'}, {'entity': 'alikuwa', 'type': 'LOC'}, {'entity': 'amekaa', 'type': 'LOC'}, {'entity': 'wakati', 'type': 'LOC'}, {'entity': 'mkutano', 'type': 'LOC'}]",This is a Swahili text translated to English: Inakuaje walijua hadi mahali alikuwa,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Inakuaje"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""walijua"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hadhi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mahali"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""alikuwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""amekaa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wakati"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mkutano"",
      ""entity_type"": ""LOC""
    },
    {",,6.972030878067017
Shughuli katika sehemu hiyo zimekuwa zimefungwa kwa mda wa wiki mbili .,[],"[{'entity': 'Shughuli', 'type': 'LOC'}, {'entity': 'sehemu hiyo', 'type': 'LOC'}, {'entity': 'zimekuwa', 'type': 'LOC'}, {'entity': 'zimefungwa', 'type': 'LOC'}, {'entity': 'kwa mda wa wiki mbili', 'type': 'LOC'}]",This is a Swahili text translated to English: Shughuli katika sehemu hiyo zimekuwa,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Shughuli"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""sehemu hiyo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""zimekuwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""zimefungwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kwa mda wa wiki mbili"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.884302854537964
Mswada huo tayari umewasilishwa kwa kamati ya bunge ya katiba na sheria kwa hati ya dharura .,[],"[{'entity': 'Mswada huo', 'type': 'LOC'}, {'entity': 'tayari', 'type': 'LOC'}, {'entity': 'umewasilishwa', 'type': 'LOC'}, {'entity': 'kwa', 'type': 'LOC'}, {'entity': 'kamati', 'type': 'LOC'}, {'entity': 'ya', 'type': 'LOC'}, {'entity': 'bunge', 'type': 'LOC'}, {'entity': 'ya', 'type': 'LOC'}]",This is a Swahili text translated to English: Mswada huo tayari umewasilishwa kwa,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Mswada huo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""tayari"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""umewasilishwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kamati"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""ya"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""bunge"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""ya"",
      ""entity_type"": ""LOC""
    },
    {
     ",,6.89608359336853
